tweet,sentiment,sentiment_score,theme,theme_score,urgence,urgence_score,confiance,tweet_id,reponse_free
niquez bien vos mères bande d’escroc 3 mois qu’on me donne pas de suite pour ma résiliation et maintenant zerma je vous dois 120€ ALLEZ BIEN VOUS FAIRE ENCULEZ VOUS AUREZ PAS 1€,negatif,0.95,Facturation et Paiement,0.95,2,0.95,0.9491,1841873928291287434,"Nous sommes désolés pour votre incompréhension concernant votre facture. Nous sommes prêts à vous aider. Veuillez nous contacter par DM pour décrire l'objet de votre contestation, les dates et montants concernés. Nous vous répondrons dans les plus brefs délais."
"Plus dun mois et toujours aucun remboursement dune transaction annulée Annoncé sous 15j, puis 30j La boutique Free de Valence Victor Hugo naurait elle pas fait le nécessaire",negatif,0.95,Facturation et Paiement,0.95,2,0.9,0.9324,1841880696375189956,Nous sommes désolés pour votre incompréhension sur votre facture. Nous sommes à votre disposition pour vous aider à trouver une solution. Veuillez nous contacter par DM avec les détails de votre contestation. Nous serons heureux de vous aider.
quand on prend un abonnement fibre chez vous c’est pas pour avoir une connexion ADSL du début des années 2000 Donc ça serait bien d’avoir ce pour quoi on paie s’il vous plait,negatif,0.95,Fibre optique,0.95,1,0.7,0.8658,1841881462691307691,Nous sommes désolés pour votre inconvénient avec votre débit internet. Nous vous invitons à nous contacter via DM pour analyser votre dossier et trouver une solution rapide. Nous sommes là pour vous aider.
"Pire opérateur au monde Plu internet depuis 3 jours, le seul créneau disponible pour une intervention dans 7 jours J’ai commandé un téléphone la commande est en attente de validation depuis alors que je suis client depuis plus de deux ans Bref rien qui va Fuyezzzzzz",negatif,0.95,Livraison,0.9,2,0.95,0.9324,1841888429883248889,"Nous sommes désolés pour votre inconvenient avec la livraison. Nous vous remercions de nous en informer. Pour une prise en charge prioritaire, veuillez nous contacter par DM avec vos informations de compte. Nous sommes là pour vous aider."
Bonjour pourquoi estce que je reçois une facture en octobre alors que jai résilié mon abonnement en septembre,negatif,0.95,Facturation et Paiement,0.95,2,0.95,0.9491,1841889099923296567,Nous sommes désolés pour votre incompréhension sur votre facture. Nous sommes là pour vous aider. Veuillez nous contacter par téléphone ou courrier pour nous fournir les détails de votre contestation. Nous serons heureux de vous aider.
"Et sinon, pour répondre à des clients en absence de wifi et sans retour du service technique free depuis plus de 48 h, on appelle aussi le boss adoré",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1841911722845638994,Nous sommes désolés pour les difficultés rencontrées. Nous vous invitons à nous contacter par DM pour vous aider le plus rapidement possible. Vous pouvez nous joindre au numéro 3244. Nous sommes là pour vous.
Free Magnier vous le cul tout les soirs que des bug de réseaux 50€ tout les mois pour avoir une connexion de merde régler vos serveur de merde svp,negatif,0.9,Pannes et Coupures,0.9,1,0.7,0.8325,1841934588194480298,Nous sommes désolés pour les difficultés rencontrées. Nous vous recommandons de contacter notre service client via le numéro 3244 pour une prise en charge prioritaire. Merci de nous transmettre les détails via un message privé.
Jespère que ma va finir sa mise à jour avant que je finisse ma vie,neutre,0.6,Pannes et Coupures,0.9,1,0.6,0.6993,1841936981384728755,"Nous sommes désolé pour les problèmes rencontrés. Pour obtenir une aide rapide, veuillez nous contacter par DM avec votre numéro de ligne Freebox. Nous vous répondrons le plus rapidement possible."
j’ai 300 de ping là au boulot,negatif,0.95,Pannes et Coupures,0.9,1,0.7,0.8491,1841940331996000266,"Nous sommes désolés pour votre inconvenient. Nous vous invitons à nous contacter par DM pour vous aider à résoudre votre problème. Nous sommes là pour vous. (Thème : Pannes et Coupures, Urgence : 1, FAQ associée : pas spécifié)"
Cest normal de passer dune connexion fibre à une connexion 56kbps 300ms de ping vers nimporte quelle destination Pas mieux en 4G Gros soucis en cours #freebox #Incident,negatif,0.95,Fibre optique,0.95,1,0.8,0.8991,1841940933459505251,Nous sommes désolés de l'expérience que vous avez vécue avec votre débit Internet. Nous vous invitons à nous contacter par DM pour vous aider à résoudre ce problème. Nous serons heureux de vous fournir des informations utiles pour améliorer votre connexion.
Une mise à jour de la box à 22h Un débit internet très instable Une connexion en 5G plutôt moyenne et qui passe vraiment pas de partout Un player TV qu’on doit reboot tous les 4 allumages car il n’arrive pas à se connecter en Wifi J’crois que j’vais me tirer de chez vous,negatif,0.95,Pannes et Coupures,0.9,1,0.8,0.8824,1841941406870589943,Nous sommes désolés pour les difficultés rencontrées. Nous vous recommandons de contacter notre service client via le numéro 3244 pour une prise en charge prioritaire. Merci de nous fournir plus de détails via DM. Nous sommes là pour vous aider.
Je suis exactement pareil j’étais bien j’ai redémarrer ma box d’un coup connexion lente je peux plus rien faire,negatif,0.9,Pannes et Coupures,0.9,1,0.8,0.8658,1841941566715269578,"Nous sommes désolé de l'expérience que vous avez vécue. Nous vous recommandons de nous contacter par DM pour vous aider à résoudre ce problème. Nous sommes là pour vous. (Thème : Pannes et Coupures, Urgence : 1)"
"Problème sur leur infra, tous les abonnés sont touchés à première vue, ping au top sur leur serveur DNS 2122740240, jai 12ms dessus, toutes les autres destinations mini 250ms et un débit aux fraises parcontre 🫠",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1841941576173408712,Nous sommes désolés pour votre inconvénient. Nous vous encouragons à contacter notre service client via le numéro 3244 pour une prise en charge prioritaire de votre problème. Merci de nous fournir plus de détails via un message privé. Nous sommes là pour vous aider.
C’est chaud quand même là,positif,0.8,Information,0.8,1,0.6,0.7326,1841941764330160316,"Merci pour ton retour ! Nous sommes ravis de vous entendre parler de Free. Si tu as des questions ou des suggestions, n'hesite pas à nous contacter. 😊 #service_client #valorisation"
Je suis deeeg,negatif,0.95,Pannes et Coupures,0.9,1,0.7,0.8491,1841942241062899898,Nous sommes désolés de l'expérience que vous avez vécue. Nous vous recommandons de nous contacter par DM pour analyser votre dossier et trouver une solution rapide. Nous sommes là pour vous aider.
il se passe quoi avec votre connexion internet là Frr je peux même pas jouer à la PS5 ni naviguer sur internet pourquoi rien ne vas chez vous bordel de merde,negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1841942417349493127,Nous sommes désolés pour votre inconvénient. Nous vous recommandons de contacter notre assistance technique en envoyant un DM avec votre numéro de ligne pour une prise en charge prioritaire. Nous sommes là pour vous aider.
y’en a marre de vous sérieux Que de problèmes avec internet chez vous,negatif,0.95,Pannes et Coupures,0.9,1,0.7,0.8491,1841942840613683670,"Nous sommes désolés pour votre inconvenient. Nous vous invitons à nous contacter par DM pour vous aider à résoudre votre problème. Nous sommes là pour vous. (Thème : Pannes et Coupures, Urgence : 1)"
Merci Free de niquer ma soirée ça serait possible d’avoir une connexion viable À défaut de jouer à la play j’aimerais pouvoir regarder au moins Netflix en qualité appréciable,negatif,0.95,Pannes et Coupures,0.9,1,0.7,0.8491,1841943789339820112,Nous sommes désolés pour l'incident que vous rencontrez. Nous vous recommandons de contacter notre service client pour plus d'informations. Merci de nous fournir vos détails via DM. Nous sommes là pour vous aider.
"Bonjour, pourquoi aije de la publicité maintenant sur #Netflix Je nai pas changé de contrat",negatif,0.9,Information,0.9,1,0.7,0.8325,1841944832039698797,Nous sommes désolés pour l'inconvenient que vous avez rencontré. Nous vous encouragons à contacter notre service client via le numéro 3244 pour obtenir une aide sur votre facture. Merci de nous fournir les détails de votre contestation.
On se croirait de retour a l’adsl,negatif,0.95,Fibre optique,0.8,1,0.7,0.8159,1841944881528189385,Nous sommes désolés pour votre inconvénient avec votre service de fibre optique. Nous vous invitons à nous contacter par DM pour analyser votre dossier et trouver une solution rapide. Nous sommes là pour vous aider !
je sais pas ce qui m’a prit de prendre un abonnement internet et mobile chez vous J’ai actuellement la pire connexion possible,negatif,0.9,Information,0.7,1,0.7,0.7659,1841947395241759137,"Nous sommes désolés pour votre inquiétude. Nous vous invitons à nous contacter par DM pour vous aider à résoudre votre problème concernant votre facture. Merci de préciser l'objet de votre contestation, ainsi que les dates et montants concernés. Nous serons heureux de vous aider."
"Je suis dans le même ça depuis plus de 30min plus débit, impossible de game, de mater un film ou même daller sur le net en wifi",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1841948305699319915,Nous sommes désolés pour votre inconvénient. Nous vous encouragons à contacter notre service client pour plus d'informations sur vos pannes et coupures. Vous pouvez nous joindre au numéro 3244. Merci de nous donner plus de détails pour nous aider à résoudre votre problème.
cest revenu non,neutre,0.7,Facturation et Paiement,0.9,0,0.0,0.5328,1841950278704366003,"Nous sommes ravis de vous entendre ! Pour toute question de facturation, merci de contacter notre service clientèle en indiquant l'objet de votre contestation ainsi que les dates et montants concernés. Nous sommes là pour vous aider ! 💬📞 #service_client #facturation"
dis toi j’ai tjr pas internet là j’suis connecté sur le réseau suisse mdr fuck,negatif,0.95,Pannes et Coupures,0.95,1,0.8,0.8991,1841964085899903454,Nous sommes désolés pour les difficultés rencontrées. Nous vous recommandons de contacter notre service clientèle en envoyant un DM avec vos informations pour une prise en charge prioritaire. Merci d'avance.
"je sais pas toi mais moi genre parfois ma co elle se coupe 5 sec puis revient et ca chaque jour je comprend pas, jetais chez orange et jai jamais eu de probleme",negatif,0.95,Pannes et Coupures,0.95,1,0.8,0.8991,1841966841859584073,Nous sommes désolés pour les difficultés rencontrées. Nous vous recommandons de contacter notre service client via le numéro 3244 pour une assistance rapide sur votre Freebox/Mobile. Nous sommes là pour vous aider.
ça commence à casser les couilles,negatif,0.9,Pannes et Coupures,0.9,1,0.7,0.8325,1841972491138343140,"Nous sommes désolé de l'inconvenient rencontré. Pour résoudre votre problème, veuillez nous contacter par DM avec vos informations. Nous vous répondrons le plus rapidement possible."
cest quoi ce délire ma facture box à augmenté de 8 euros et mon mobile de 1 euros je suis même pas prévenue forfait ultra qui passe de 4999 à 5599,negatif,0.95,Facturation et Paiement,0.95,1,0.7,0.8658,1842080340103270784,Nous sommes désolés pour votre incompréhension concernant votre facture. Nous vous invitons à nous contacter par téléphone ou courrier pour contester les montants ou les dates indiqués. Nous serons heureux de vous aider.
Cest inadmissible et Max je suis facturé pour cet abonnement sans pouvoir me desabonner ni sur Max ni sur Free,negatif,0.95,Facturation et Paiement,0.95,1,0.8,0.8991,1842086163709861955,"Nous sommes désolé de l'inconvenient que vous rencontrez avec votre facture. Nous vous invitons à nous contacter par téléphone ou courrier pour discuter de votre contestation. Nous serons heureux de vous aider. Merci de nous informer de l'objet de votre contestation, ainsi que des dates et montants concernés."
"trois jours sans réseau C’est mon outil de travail Personne réponds au téléphone Un ticket ouvert ne change rien J’aimerais savoir quand le reseau sera rétabli Pas de réponse claire, nous résilierons notre contrat ce soir Nous sommes fatigués de votre service",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1842093221767221544,"Nous sommes désolés pour votre inconvénient. Nous vous invitons à nous contacter par DM pour vous aider à résoudre ce problème. Nous sommes là pour vous. (Thème : Pannes et Coupures, Urgence : 2)"
Je n’ai pas de réponse depuis mercredi,negatif,0.9,Pannes et Coupures,0.9,1,0.7,0.8325,1842101836372697122,Nous sommes désolés pour votre inconvenient. Nous vous invitons à nous contacter par DM pour vous aider à résoudre votre problème. Nous sommes là pour vous aider.
